id_cliente,nome,sexo,data_nasc,cidade,uf,data_cadastro
387,Ana Carvalho,ND,1960-09-20,Rio de Janeiro,PB,2019-10-10
388,Daniel Barbosa,M,1980-10-03,Florianópolis,MS,2020-07-08
389,Thiago Pereira,F,1989-04-25,Cuiabá,PA,2023-03-19
390,Renan Rocha,M,1986-03-14,Florianópolis,RS,2025-01-09
391,Pedro Cardoso,M,1974-12-24,São Luís,SP,2019-04-04
392,Marina Lima,ND,2003-11-05,João Pessoa,MS,2023-04-03
393,Gabriel Costa,M,1996-04-28,Curitiba,ES,2022-02-03
394,Roberto Souza,M,1992-08-11,São Luís,AL,2019-03-06
395,André Almeida,M,1964-01-20,Rio de Janeiro,AL,2024-01-03
396,Paula Santos,M,1958-12-20,Belém,MT,2021-08-17
397,Luca Almeida,M,1967-07-28,Goiânia,RN,2021-08-17
398,Gabriel Dias,F,1983-10-08,Goiânia,PE,2020-08-09
399,Camila Cardoso,M,1992-02-07,Fortaleza,GO,2019-09-07
400,Luca Dias,ND,1970-09-17,Boa Vista,RO,2023-10-16
401,Luca Barbosa,M,1985-11-24,Boa Vista,RO,2023-04-11
402,Patrícia Cardoso,F,1992-05-08,Curitiba,MS,2022-05-13
403,Pedro Ferreira,ND,1997-06-25,Recife,PE,2022-05-16
404,Mariana Rodrigues,F,1960-03-03,Campo Grande,PB,2023-09-03
405,Luca Cardoso,M,1989-11-05,Fortaleza,PE,2021-04-12
406,João Oliveira,F,1988-04-16,João Pessoa,MG,2021-02-19
407,Monique Gomes,F,1958-07-19,Salvador,MG,2025-04-08
408,Roberto Barbosa,M,1984-11-14,São Paulo,GO,2021-05-17
409,Daniel Almeida,ND,1965-07-11,São Luís,AP,2024-05-15
410,Daniel Costa,ND,1973-05-07,Recife,MT,2025-03-11
411,João Ribeiro,F,1996-10-30,Porto Velho,PB,2023-01-11
412,Marina Gomes,F,2001-01-02,Belém,AM,2020-02-08
413,Patrícia Barbosa,F,1973-03-23,Brasília,ES,2023-08-23
414,Monique Dias,M,1968-02-03,Fortaleza,SP,2025-03-16
415,Daniel Dias,ND,1992-06-18,Curitiba,GO,2021-03-14
416,João Costa,F,1977-01-17,João Pessoa,AM,2022-10-14
417,Carla Barbosa,ND,1999-01-05,Florianópolis,PA,2022-12-13
418,Luiza Rodrigues,ND,2004-01-13,Florianópolis,AM,2025-01-29
419,Caio Santos,ND,1958-01-13,Boa Vista,MG,2019-07-18
420,Thiago Silva,F,1967-05-03,Recife,RO,2019-10-06
421,Felipe Rodrigues,M,1974-08-16,Belém,RN,2023-03-09
422,Monique Teixeira,ND,1998-05-08,Manaus,RR,2019-03-06
423,Bruno Rocha,ND,1991-11-26,São Paulo,SP,2024-12-08
424,Aline Gomes,ND,1980-09-20,Natal,SP,2023-10-30
425,Patrícia Ferreira,M,1963-08-23,Curitiba,RN,2021-09-14
426,Roberto Teixeira,ND,1977-08-24,Fortaleza,ES,2023-06-14
427,Renan Carvalho,F,1996-03-06,Recife,PI,2021-07-14
428,Marina Oliveira,ND,1957-11-04,Cuiabá,MG,2023-04-03
429,Pedro Rocha,F,1960-01-13,São Paulo,RO,2020-12-02
430,Renan Barbosa,F,1984-09-20,Porto Alegre,PI,2024-12-03
431,Daniel Santos,M,1973-12-19,Teresina,TO,2024-05-01
432,Carla Santos,M,1980-02-26,Teresina,PB,2019-05-15
433,Luiza Martins,M,1973-08-02,Curitiba,PI,2023-06-20
434,Daniel Oliveira,F,1969-07-29,Recife,PI,2025-05-10
435,Gabriel Araujo,ND,2003-07-01,Cuiabá,DF,2020-07-27
436,Patrícia Oliveira,ND,1986-01-11,Porto Alegre,RJ,2023-11-26
437,André Oliveira,F,1990-08-04,Brasília,MA,2019-05-02
438,Caio Gomes,F,1999-01-06,Vitória,PE,2025-03-15
439,Beatriz Araujo,F,1971-08-31,Teresina,RR,2023-04-06
440,Renan Teixeira,F,1977-02-09,Belo Horizonte,TO,2019-12-03
441,Carla Rodrigues,F,1968-11-03,Cuiabá,AP,2022-07-21
442,Maria Souza,M,1955-06-20,Belém,GO,2023-01-14
443,Thiago Gomes,M,1966-11-20,Florianópolis,MG,2023-11-01
444,Lucas Rocha,ND,2000-12-21,Porto Alegre,MS,2019-04-18
445,Renan Carvalho,ND,1963-05-08,Maceió,AL,2022-08-21
446,Mariana Araujo,M,1981-03-08,Cuiabá,MS,2019-12-13
447,Aline Rocha,M,2001-10-01,Boa Vista,SC,2023-04-09
448,Luiza Rodrigues,F,1982-01-06,Manaus,CE,2020-08-20
449,Renan Ferreira,F,1979-10-04,Goiânia,MS,2024-06-06
450,Patrícia Oliveira,F,1977-07-31,Macapá,PE,2024-07-23
451,Paula Teixeira,M,1996-01-29,Curitiba,RS,2022-06-01
452,Bruno Araujo,F,1989-01-30,Belém,DF,2022-10-03
453,Ana Teixeira,M,1981-12-14,Maceió,DF,2021-04-02
454,Juliana Martins,M,1990-09-23,Goiânia,DF,2024-07-04
455,Beatriz Dias,M,1984-03-27,Fortaleza,MT,2023-05-29
456,Maria Souza,ND,1972-12-04,João Pessoa,PI,2021-01-06
457,Camila Rocha,M,1996-05-31,Salvador,TO,2023-12-01
458,Patrícia Ribeiro,ND,1961-03-16,Boa Vista,MS,2024-08-07
459,Akira Ribeiro,M,1977-09-01,Curitiba,RR,2023-09-30
460,Patrícia Araujo,M,1995-04-16,Manaus,AL,2025-07-12
461,Pedro Rocha,ND,1992-07-11,Rio de Janeiro,PB,2023-01-12
462,Felipe Rocha,ND,1962-08-16,São Luís,RS,2021-10-13
463,Camila Carvalho,M,1958-12-22,Porto Velho,PI,2023-06-25
464,Beatriz Martins,F,1964-07-03,Porto Alegre,SP,2021-11-25
465,André Cardoso,ND,2001-07-17,Teresina,PB,2025-06-14
466,André Lima,F,1990-02-02,São Luís,PA,2024-08-11
467,Akira Carvalho,M,1998-04-24,Goiânia,RS,2023-08-31
468,Daniel Oliveira,M,1967-09-17,Goiânia,ES,2022-11-06
469,Lucas Almeida,ND,1998-04-29,Manaus,ES,2020-02-04
470,Lucas Lima,F,1961-01-10,Rio de Janeiro,GO,2020-04-16
471,Bruno Martins,ND,1964-10-23,Florianópolis,RR,2021-09-26
472,Rafael Ferreira,ND,1969-05-14,João Pessoa,DF,2023-10-13
473,Beatriz Lima,M,1991-05-04,Florianópolis,RO,2021-02-02
474,Caio Pereira,F,1957-08-14,Maceió,AP,2021-03-19
475,Lucas Dias,F,1989-11-19,Palmas,SP,2021-05-29
476,Roberto Gomes,ND,1960-08-12,Porto Alegre,PI,2025-01-08
477,Luiza Carvalho,F,1972-09-05,Porto Alegre,PA,2021-12-10
478,Camila Barbosa,ND,1983-02-12,Cuiabá,AL,2023-05-27
479,Luiz Souza,F,1986-07-30,Maceió,PA,2020-12-07
480,Gabriel Ribeiro,ND,1962-08-09,Curitiba,RR,2022-07-06
481,Fabrício Costa,F,1965-06-29,Vitória,SC,2020-08-02
482,Rafael Araujo,F,1967-05-15,Cuiabá,PI,2023-09-29
483,Luiza Barbosa,ND,2003-03-18,Porto Velho,TO,2020-12-10
484,Luca Ferreira,F,1980-11-29,Florianópolis,PR,2022-07-12
485,Gabriel Lima,ND,1959-10-23,São Paulo,ES,2024-06-07
486,Akira Almeida,F,2005-05-19,Porto Velho,RN,2024-07-20
487,Ana Barbosa,F,1994-10-27,Florianópolis,AM,2019-12-05
488,Luiz Silva,M,1981-03-16,Fortaleza,RJ,2021-07-09
489,Luca Ribeiro,M,1996-01-11,Macapá,PI,2024-07-21
490,Luca Cardoso,M,1965-03-31,São Luís,CE,2025-02-02
491,Gabriel Carvalho,ND,1958-09-25,Macapá,MA,2023-12-13
492,Luca Almeida,F,1964-03-09,Porto Velho,AP,2021-10-10
493,Marina Santos,F,1978-07-30,Belo Horizonte,ES,2023-12-04
494,Mariana Souza,M,1973-10-30,Teresina,AP,2022-12-07
495,Mariana Teixeira,ND,1993-05-31,Maceió,SC,2020-07-24
496,Patrícia Almeida,M,1960-04-29,Vitória,PI,2024-12-20
497,Carla Teixeira,ND,1970-02-08,Palmas,DF,2022-04-13
498,Marina Dias,F,2001-02-24,Porto Alegre,RR,2020-07-09
499,Beatriz Pereira,M,1979-11-18,Curitiba,RO,2020-06-27
500,André Rodrigues,ND,1983-11-24,São Luís,PE,2023-05-28
501,Juliana Rodrigues,ND,1979-02-09,Campo Grande,RO,2023-03-17
502,Lucas Oliveira,ND,1963-05-09,Natal,MT,2022-02-13
503,Felipe Carvalho,F,1998-10-14,Teresina,DF,2019-01-11
504,Mariana Oliveira,ND,1996-02-17,Boa Vista,RO,2023-01-07
505,Mariana Oliveira,ND,1990-09-06,Campo Grande,BA,2021-05-17
506,Juliana Gomes,F,1980-06-10,João Pessoa,DF,2025-06-25
507,Akira Dias,F,1985-11-02,São Luís,RR,2019-07-18
508,Monique Souza,ND,1996-03-25,Porto Alegre,SP,2020-10-09
509,Lucas Lima,M,1993-05-19,Palmas,BA,2020-06-24
510,Sofia Ribeiro,M,1979-08-02,Porto Velho,MG,2023-01-16
511,Carla Oliveira,F,1969-11-06,Cuiabá,RJ,2022-06-05
512,Aline Costa,F,1963-03-08,Porto Alegre,TO,2019-01-05
513,Roberto Barbosa,M,1966-11-27,Recife,PI,2024-10-28
514,Camila Lima,M,1955-09-22,Brasília,TO,2020-05-08
515,Mariana Pereira,ND,1966-11-10,Belo Horizonte,AM,2021-07-26
516,Pedro Oliveira,ND,1964-03-10,Brasília,RS,2023-02-14
517,Sofia Ribeiro,M,1989-05-03,São Luís,MA,2020-06-29
518,Caio Rodrigues,M,2002-08-05,São Paulo,PI,2020-11-03
519,Lucas Carvalho,ND,1974-02-11,Macapá,RO,2020-09-12
520,Daniel Pereira,ND,1994-09-09,Belo Horizonte,BA,2020-02-16
521,Akira Souza,ND,1989-06-14,Campo Grande,ES,2022-07-12
522,Patrícia Rodrigues,M,1979-11-06,Belo Horizonte,RO,2021-10-13
523,Luca Teixeira,ND,1980-07-24,Palmas,MA,2019-04-20
524,Mariana Ribeiro,M,2001-06-13,Natal,AL,2021-02-11
525,Aline Araujo,F,1959-11-24,Manaus,PE,2023-04-30
526,Fabrício Costa,F,1961-05-15,São Paulo,RN,2023-01-19
527,Daniel Martins,M,1989-09-14,Campo Grande,PI,2023-02-05
528,Luca Ferreira,F,1961-07-19,Teresina,SP,2019-10-04
529,Bruno Gomes,M,1958-07-29,Cuiabá,RJ,2024-09-06
530,Marina Cardoso,F,1992-12-31,Cuiabá,TO,2019-12-04
531,Caio Rocha,ND,1968-09-12,Belo Horizonte,CE,2022-06-23
532,Renan Cardoso,M,1968-12-09,Brasília,PB,2023-05-20
533,Luiz Oliveira,F,1994-04-01,Recife,AP,2019-08-26
534,André Oliveira,F,1965-05-28,Maceió,PA,2019-08-14
535,Marina Ferreira,M,1956-02-20,Curitiba,TO,2019-02-16
536,Luiza Barbosa,F,2001-12-02,Macapá,RN,2021-11-27
537,Luiza Carvalho,M,1979-02-10,Porto Alegre,AP,2019-05-01
538,João Pereira,F,2001-12-30,Fortaleza,MG,2025-06-19
539,Caio Oliveira,F,1995-11-02,Vitória,RN,2019-08-16
540,Juliana Dias,M,1987-12-27,Fortaleza,SC,2020-02-26
541,Sofia Dias,ND,1965-05-07,Macapá,PE,2024-09-15
542,Bruno Santos,M,1976-12-09,Manaus,RJ,2023-01-30
543,Pedro Rodrigues,M,1958-03-04,Palmas,PB,2023-09-14
544,André Martins,M,1992-05-05,Brasília,AP,2022-01-16
545,Gabriel Oliveira,ND,1988-06-12,Natal,RS,2019-08-04
546,Luiza Costa,ND,1959-02-13,Belo Horizonte,MT,2024-03-20
547,Mariana Ribeiro,F,1984-05-12,João Pessoa,MG,2024-02-14
548,Bruno Carvalho,M,1981-02-27,Goiânia,PI,2021-09-20
549,Lucas Carvalho,ND,1999-04-06,São Luís,MA,2021-03-11
550,Aline Rocha,M,1968-07-04,Campo Grande,SP,2019-04-08
551,André Rocha,F,1955-11-11,São Paulo,DF,2023-03-22
552,Mariana Ribeiro,M,1973-05-29,Recife,RN,2023-09-16
553,Juliana Santos,M,1980-02-08,Rio de Janeiro,MG,2021-08-06
554,Sofia Cardoso,F,1988-06-01,Macapá,PA,2019-12-14
555,Luiz Souza,ND,1966-12-23,Cuiabá,RO,2019-11-03
556,Luiz Dias,M,1994-01-09,Curitiba,RR,2021-08-27
557,Marina Gomes,F,1990-04-03,Macapá,TO,2022-08-29
558,João Lima,F,1975-12-16,Salvador,MG,2020-07-11
559,Thiago Dias,M,1968-12-10,Florianópolis,RS,2024-01-16
560,Lucas Martins,F,1965-10-31,Vitória,PB,2021-04-30
561,Lucas Ribeiro,F,1978-10-10,Belo Horizonte,RS,2020-10-07
562,Patrícia Ribeiro,ND,1958-08-14,Brasília,BA,2020-08-30
563,Renan Costa,F,1990-07-20,Rio de Janeiro,RN,2022-05-09
564,Carla Ferreira,M,1991-04-13,João Pessoa,PA,2025-03-03
565,André Souza,F,1964-02-22,Porto Alegre,PR,2019-02-18
566,Monique Costa,M,1972-10-10,Vitória,MT,2019-12-11
567,Luiz Dias,F,1961-09-23,Belo Horizonte,SP,2021-03-20
568,Sofia Lima,M,1963-04-02,Porto Alegre,DF,2019-06-24
569,Beatriz Lima,M,1970-01-26,Campo Grande,PI,2023-06-06
570,Juliana Silva,F,1993-04-11,Vitória,SC,2021-05-29
571,Daniel Ferreira,F,1980-02-09,Curitiba,PA,2019-05-22
572,Paula Teixeira,ND,1977-01-18,Goiânia,RO,2024-08-05
573,Ana Rocha,F,1960-06-21,Fortaleza,MG,2023-04-18
574,Akira Pereira,M,2002-03-04,Porto Velho,PE,2025-02-04
575,Patrícia Silva,F,1987-03-21,João Pessoa,AM,2024-06-08
576,Maria Dias,ND,1983-11-08,Fortaleza,MT,2021-01-06
577,Bruno Martins,ND,1974-08-25,São Luís,SP,2022-02-24
578,Monique Barbosa,ND,1987-01-25,Teresina,MA,2021-08-11
579,Luiza Souza,M,1976-08-20,João Pessoa,CE,2019-08-18
580,Thiago Costa,ND,1989-11-05,Florianópolis,ES,2020-12-22
581,André Dias,F,1987-03-10,São Paulo,PI,2022-12-11
582,Beatriz Dias,ND,1967-10-01,Salvador,PI,2024-07-09
583,Luca Ribeiro,M,1998-12-31,Belo Horizonte,RJ,2019-08-19
584,André Teixeira,M,1956-10-15,Manaus,RN,2019-01-03
585,João Teixeira,M,1966-09-15,Palmas,DF,2020-12-27
586,Daniel Martins,M,1956-12-19,Teresina,PR,2020-08-03
587,Thiago Souza,ND,1987-09-26,Vitória,MG,2023-06-09
588,Luiz Souza,F,1982-01-27,Curitiba,DF,2020-10-07
589,Aline Pereira,ND,1998-09-16,Brasília,RO,2020-12-14
590,Felipe Rocha,ND,1987-01-05,Boa Vista,PE,2020-12-19
591,Pedro Ribeiro,ND,1981-06-03,Florianópolis,PR,2019-01-08
592,Beatriz Dias,F,2005-11-29,Florianópolis,RJ,2022-07-27
593,Daniel Teixeira,M,2005-09-26,Manaus,RS,2020-07-30
594,João Oliveira,M,1986-02-11,Florianópolis,DF,2019-12-30
595,Gabriel Martins,F,1956-01-09,Salvador,CE,2021-10-19
596,Felipe Oliveira,F,1978-01-10,Macapá,RS,2019-01-06
597,Monique Araujo,F,1992-08-25,Campo Grande,SC,2024-07-12
598,Sofia Araujo,F,2003-12-27,Porto Alegre,MT,2024-05-17
599,Patrícia Dias,ND,1975-03-28,Belém,SC,2019-10-29
600,Patrícia Santos,F,1956-10-19,Fortaleza,DF,2020-03-04
601,Renan Martins,M,1988-09-07,Macapá,SC,2019-11-04
602,Luca Oliveira,F,1998-04-23,São Paulo,TO,2023-11-02
603,Beatriz Ferreira,ND,1993-12-14,Rio de Janeiro,SC,2020-02-19
604,João Almeida,M,1991-09-20,João Pessoa,TO,2025-01-21
605,Carla Ribeiro,F,1976-04-23,Rio de Janeiro,RS,2023-05-29
606,Luiz Rocha,F,1968-10-11,Vitória,RJ,2019-01-16
607,Ana Oliveira,F,1998-02-03,Porto Alegre,BA,2019-04-16
608,Roberto Ferreira,ND,1981-03-07,Manaus,MG,2020-04-18
609,Marina Araujo,F,1998-11-17,Fortaleza,RR,2020-01-09
610,Caio Rocha,F,1971-08-03,Cuiabá,ES,2023-02-22
611,Luiza Lima,M,1978-08-15,Belém,PA,2021-12-14
612,André Gomes,ND,1960-07-12,São Luís,PR,2020-02-01
613,Renan Carvalho,ND,1992-02-21,Teresina,MA,2021-07-20
614,Luca Santos,F,2001-11-18,João Pessoa,MS,2024-04-28
615,Luiz Costa,F,1981-10-23,Cuiabá,MG,2019-05-23
616,Rafael Dias,ND,1968-03-24,São Luís,RS,2024-01-14
617,Luiza Ferreira,M,1972-04-16,Rio de Janeiro,PR,2023-10-01
618,Renan Pereira,M,1968-04-07,Fortaleza,AL,2022-08-02
619,Daniel Oliveira,M,1989-10-26,Cuiabá,PB,2025-03-11
620,João Gomes,ND,1996-02-07,Palmas,SP,2024-11-10
621,Patrícia Pereira,M,1992-03-07,Curitiba,PR,2025-05-09
622,Luiz Dias,M,1964-06-23,São Luís,PI,2020-02-18
623,Patrícia Ribeiro,ND,1985-11-06,Fortaleza,MS,2023-04-18
624,Caio Barbosa,ND,1997-06-09,Florianópolis,RJ,2022-02-02
625,Pedro Rodrigues,ND,1991-01-15,Cuiabá,RJ,2022-09-19
626,Felipe Costa,M,1997-08-19,Vitória,CE,2019-03-24
627,João Ribeiro,F,1980-02-25,Palmas,AM,2020-02-07
628,Mariana Costa,M,1981-12-16,Belém,AP,2022-08-07
629,Carla Pereira,ND,1963-01-04,Belém,BA,2021-05-15
630,Daniel Pereira,ND,1998-06-18,Natal,MA,2023-03-12
631,Gabriel Santos,ND,1969-04-06,Goiânia,MG,2024-09-06
632,Pedro Rodrigues,ND,1957-08-06,Salvador,SC,2021-04-02
633,Gabriel Santos,M,1957-12-19,Rio de Janeiro,PA,2023-01-16
634,Felipe Almeida,F,1988-01-18,Natal,PA,2023-06-14
635,Caio Souza,ND,1957-09-28,Vitória,PE,2024-06-25
636,Paula Lima,M,1997-07-30,João Pessoa,PI,2022-12-03
637,Maria Ferreira,F,1963-02-09,São Paulo,GO,2023-05-03
638,Monique Ferreira,ND,1974-03-24,Porto Velho,PE,2021-07-11
639,Camila Almeida,F,1991-09-27,São Paulo,RN,2019-02-06
640,Juliana Rodrigues,ND,1970-07-16,São Paulo,AL,2021-07-05
641,Carla Teixeira,F,1979-09-15,Cuiabá,MS,2022-11-29
642,Lucas Gomes,M,1996-11-13,Boa Vista,GO,2024-11-02
643,Gabriel Teixeira,F,1964-03-06,Natal,SP,2023-03-13
644,Luca Teixeira,ND,1980-05-11,Boa Vista,GO,2020-03-18
645,Juliana Oliveira,F,1979-10-21,Brasília,RO,2022-02-08
646,Carla Ribeiro,M,1968-06-13,São Luís,RN,2021-09-11
647,Sofia Santos,ND,1991-04-03,Brasília,RR,2020-07-27
648,Aline Silva,ND,1999-08-15,Fortaleza,GO,2023-09-11
649,Pedro Araujo,ND,1958-03-03,Palmas,PI,2025-06-01
650,Gabriel Almeida,F,1974-12-13,João Pessoa,RR,2024-05-02
651,Daniel Carvalho,ND,1981-12-06,Boa Vista,SC,2025-04-05
652,Luiza Ribeiro,M,1997-03-27,Macapá,PR,2021-11-25
653,Aline Rocha,M,1985-02-10,Belo Horizonte,RO,2021-06-29
654,Maria Costa,ND,1982-07-20,Brasília,MS,2023-03-03
655,Carla Dias,F,1996-08-09,Manaus,RS,2019-08-08
656,Mariana Dias,ND,1961-05-22,Salvador,AM,2024-08-11
657,Fabrício Araujo,ND,1981-10-07,Rio de Janeiro,MS,2020-09-09
658,Akira Almeida,F,1991-09-17,Belém,PI,2020-08-09
659,João Ferreira,M,1998-09-29,Porto Velho,DF,2020-12-25
660,João Santos,M,1995-07-22,Salvador,CE,2020-11-21
661,Luiz Ferreira,F,1962-11-24,Maceió,PR,2023-11-12
662,Caio Pereira,F,1993-06-28,Cuiabá,AM,2019-01-20
663,Monique Rocha,M,1988-06-21,Brasília,SP,2024-12-15
664,Roberto Silva,ND,1955-05-16,Macapá,RO,2021-10-16
665,André Carvalho,F,1966-07-26,Cuiabá,RS,2024-08-23
666,Luiz Ribeiro,M,1960-11-09,Goiânia,RJ,2022-04-06
667,Lucas Cardoso,ND,2002-01-08,Campo Grande,DF,2020-07-02
668,João Barbosa,F,1971-11-27,Cuiabá,SC,2019-03-20
669,André Costa,ND,1966-10-09,Macapá,BA,2019-03-31
670,Luiz Cardoso,M,1966-01-18,Palmas,ES,2019-06-03
671,Pedro Gomes,ND,1959-05-12,Rio de Janeiro,AL,2020-03-18
672,Caio Silva,M,1965-05-22,Belém,MS,2023-04-07
673,Fabrício Rocha,F,1997-07-24,Curitiba,TO,2021-04-21
674,Felipe Silva,F,1992-10-04,Porto Alegre,RR,2024-11-01
675,Carla Teixeira,ND,1967-04-22,Porto Alegre,MS,2024-09-26
676,Aline Teixeira,M,1980-05-12,Porto Alegre,RS,2024-07-31
677,Roberto Teixeira,M,1978-08-05,Salvador,RN,2023-01-06
678,Felipe Pereira,F,1969-05-22,João Pessoa,RJ,2024-07-26
679,Daniel Almeida,ND,1998-02-14,Recife,DF,2019-01-12
680,Bruno Oliveira,M,1999-04-30,Belo Horizonte,PR,2024-09-26
681,Renan Souza,F,1975-09-27,Goiânia,PA,2021-12-17
682,Lucas Santos,M,1970-09-03,Goiânia,RJ,2023-01-15
683,Patrícia Martins,F,1965-05-25,São Luís,RS,2019-07-07
684,Bruno Rodrigues,ND,1970-04-19,Vitória,DF,2023-11-28
685,Beatriz Teixeira,F,1963-05-04,Brasília,ES,2021-01-19
686,Fabrício Araujo,F,1995-12-16,Cuiabá,CE,2024-05-12
687,Patrícia Pereira,ND,1969-12-18,Curitiba,RS,2019-08-29
688,Beatriz Ferreira,M,1992-04-28,Manaus,PI,2025-05-19
689,Camila Lima,M,1989-01-25,Vitória,MA,2019-04-29
690,Mariana Rodrigues,F,1998-10-16,Campo Grande,RS,2023-12-11
691,Monique Oliveira,F,1983-03-11,Palmas,SP,2024-11-19
692,Thiago Dias,ND,2005-09-09,Boa Vista,PE,2022-10-17
693,Rafael Cardoso,ND,1963-07-18,Boa Vista,MS,2021-10-15
694,Juliana Carvalho,ND,1989-07-12,João Pessoa,PR,2019-08-12
695,Bruno Ferreira,ND,1997-02-06,Florianópolis,AM,2019-11-03
696,Thiago Barbosa,F,1976-08-11,Fortaleza,DF,2019-07-26
697,Rafael Costa,ND,1988-12-20,Recife,MT,2019-11-19
698,Lucas Lima,ND,1995-03-15,Manaus,MG,2024-01-06
699,João Souza,F,1956-08-05,Cuiabá,RS,2023-08-16
700,Monique Rocha,ND,1955-01-06,Maceió,MG,2022-06-01
701,Sofia Cardoso,ND,1973-07-23,Boa Vista,RO,2024-02-12
702,Beatriz Martins,F,1959-11-14,Belém,PE,2022-09-21
703,Luca Teixeira,ND,1997-06-12,Boa Vista,TO,2023-01-28
704,Felipe Lima,M,1963-09-28,Boa Vista,MA,2021-06-27
705,Bruno Martins,F,1981-03-12,Natal,PB,2023-03-12
706,Felipe Souza,M,1969-09-23,Curitiba,AM,2023-08-04
707,Fabrício Gomes,ND,1972-07-29,Porto Alegre,BA,2023-05-29
708,Roberto Lima,M,1985-04-26,São Luís,RS,2023-08-25
709,Monique Dias,M,1995-06-02,Boa Vista,PA,2024-08-27
710,Akira Barbosa,M,2002-07-31,Rio de Janeiro,AP,2025-03-16
711,Daniel Pereira,ND,1998-04-29,São Luís,RN,2020-12-26
712,Felipe Dias,M,1966-07-08,Cuiabá,RS,2022-08-11
713,Rafael Araujo,F,1977-04-09,Cuiabá,CE,2022-11-05
714,Marina Lima,M,1967-05-25,Maceió,MS,2024-09-29
715,Marina Rocha,F,2004-08-30,Salvador,RO,2021-04-02
716,Roberto Teixeira,ND,1981-01-25,Vitória,RR,2020-06-27
717,Felipe Ferreira,ND,2003-09-02,Porto Velho,TO,2022-08-13
718,Felipe Souza,F,2005-06-11,Teresina,AM,2025-05-26
719,Beatriz Pereira,ND,2002-11-24,Campo Grande,GO,2019-02-22
720,Rafael Souza,M,1989-03-03,Rio de Janeiro,PR,2019-08-20
721,Roberto Gomes,M,1980-09-17,Fortaleza,RR,2020-08-22
722,Gabriel Santos,ND,1981-06-24,São Luís,BA,2025-01-25
723,Monique Carvalho,F,1964-03-12,Boa Vista,AL,2025-04-20
724,Mariana Costa,ND,2005-05-09,Recife,MT,2024-09-23
725,Patrícia Ribeiro,ND,1959-03-20,Cuiabá,MT,2023-09-03
726,Beatriz Martins,ND,1959-10-29,Macapá,SP,2021-10-26
727,Roberto Teixeira,F,1975-03-27,Palmas,RO,2023-02-15
728,Thiago Dias,ND,1972-08-16,Macapá,MA,2021-03-03
729,Marina Lima,M,1961-09-06,Florianópolis,SC,2024-10-05
730,Fabrício Araujo,M,1993-06-11,João Pessoa,CE,2021-12-18
731,Akira Ferreira,ND,1977-11-17,Brasília,SP,2024-03-25
732,Felipe Rodrigues,M,1968-10-15,Maceió,DF,2019-07-28
733,Thiago Teixeira,ND,1982-01-07,Teresina,AM,2025-03-03
734,Maria Oliveira,ND,1983-07-08,Recife,RN,2021-01-23
735,Rafael Oliveira,ND,1969-04-19,João Pessoa,MS,2025-01-08
736,Pedro Oliveira,F,1974-11-05,Boa Vista,BA,2022-09-21
737,João Carvalho,F,1974-08-07,Maceió,MA,2024-12-12
738,Juliana Rocha,ND,1955-10-16,Boa Vista,RS,2022-11-18
739,Lucas Costa,ND,1976-11-15,Boa Vista,RJ,2022-08-07
740,Pedro Souza,F,1978-01-07,Macapá,PB,2022-03-04
741,Bruno Cardoso,F,2001-02-20,Belém,RN,2024-06-16
742,Monique Ribeiro,ND,1972-04-09,Natal,DF,2019-12-04
743,Beatriz Souza,M,2003-04-07,São Paulo,PB,2019-09-26
744,Roberto Almeida,ND,1993-01-21,Salvador,RS,2025-01-11
745,Gabriel Pereira,ND,1961-06-21,Boa Vista,AP,2020-09-21
746,Bruno Lima,ND,1984-10-04,Belo Horizonte,RJ,2019-10-28
747,Monique Ferreira,F,2005-01-25,Teresina,MG,2021-07-21
748,Daniel Gomes,F,1989-10-24,Porto Velho,PA,2023-07-15
749,Ana Martins,M,1989-12-11,Porto Alegre,RR,2024-12-30
750,Bruno Teixeira,M,1959-01-31,Belo Horizonte,TO,2023-01-05
751,Daniel Cardoso,M,1981-01-01,Goiânia,RR,2019-12-21
752,Marina Lima,F,1990-06-13,São Paulo,RR,2024-04-25
753,Luiza Rocha,M,1967-03-27,Cuiabá,AP,2025-02-13
754,Marina Rodrigues,F,1988-06-22,João Pessoa,SP,2025-03-23
755,Akira Souza,M,1955-06-14,Maceió,PI,2023-06-03
756,Luca Rocha,M,1982-05-03,Macapá,BA,2022-11-09
757,Roberto Pereira,ND,2000-12-25,Florianópolis,PR,2021-01-23
758,André Teixeira,F,1972-06-07,Florianópolis,RS,2025-05-12
759,Mariana Santos,ND,1996-05-19,João Pessoa,RO,2019-10-27
760,Marina Oliveira,F,1963-10-23,Macapá,BA,2025-07-06
761,Juliana Martins,F,1966-07-03,Porto Velho,RR,2021-08-18
762,Fabrício Ribeiro,ND,1961-04-06,Brasília,BA,2024-06-13
763,Lucas Martins,ND,1982-06-04,Teresina,TO,2020-09-16
764,Luiz Dias,F,1983-05-19,Florianópolis,MS,2019-01-20
765,João Costa,M,1994-02-15,Vitória,CE,2020-07-04
766,Camila Martins,F,1996-07-10,Vitória,PA,2022-06-05
767,Juliana Rocha,M,1970-10-08,Maceió,RO,2019-12-02
768,Gabriel Gomes,M,2003-04-28,Fortaleza,BA,2019-11-10
769,Aline Oliveira,M,2000-07-02,São Paulo,RO,2025-07-11
770,Luiz Araujo,ND,1974-02-01,João Pessoa,RJ,2021-12-03
